#; 11000;left;0;1000000;0;1;0;0;0;0;1;0;0;0
;11000;left;0;1000000;0;1;0;0;0;0;1;0;1;0
;11000;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;11002;left;0;350000;0;1;0;0;0;0;1;0;1;0
;11002;right;0;350000;0;1;0;0;0;0;1;0;1;0
;12000;left;0;250000;0;1;0;0;0;0;1;0;1;0
;12000;right;0;250000;0;1;0;0;0;0;1;0;1;0
;12002;left;0;560000;0;1;0;0;0;0;1;0;1;0
;12002;right;0;560000;0;1;0;0;0;0;1;0;1;0
;12003;left;0;1000000;0;1;0;0;0;0;1;0;1;0
;12003;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;12004;left;0;1000000;0;1;0;0;0;0;1;0;1;0
;12004;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;12005;left;0;1000000;0;1;0;0;0;0;1;0;1;0
;12005;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;12007;left;0;1000000;0;1;0;0;0;0;1;5;0;0
;12008;left;0;500000;0;1;0;0;0;0;1;0;1;0
;12008;right;0;500000;0;1;0;0;0;0;1;0;1;0
;12009;left;0;500000;0;1;0;0;0;0;1;0;1;0
;12009;right;0;500000;0;1;0;0;0;0;1;0;1;0
;12010;left;0;500000;0;1;0;0;0;0;1;5;0;0
;12010;right;0;500000;0;1;0;0;0;0;1;0;1;0
;12011;left;0;1000000;0;1;0;0;0;0;1;0;1;0
;12011;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;12012;left;0;1000000;0;1;0;0;0;0;1;0;1;0
;12012;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;13001;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13002;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13003;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13004;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13000;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13006;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13007;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13008;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13009;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13010;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13011;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13012;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13013;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13014;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13015;left;0;1000000;0;1;0;0;0;0;1;0;1;0
;13015;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;13016;left;0;1000000;0;1;0;0;0;0;1;0;1;0
;13016;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;13018;left;0;1000000;0;1;0;0;0;0;1;0;1;0
;13018;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;13019;0;0;1000000;0;1;1;0;0;1;1;5;0;0
;13020;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13021;left;0;1000000;0;1;1;0;0;1;1;5;0;0
;13021;right;0;1000000;0;1;0;0;0;0;1;0;1;0
;13022;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13023;0;0;500000;0;1;0;0;0;0;1;0;1;0
;13024;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;13026;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14004;0;0;180000;0;1;0;0;0;0;1;0;1;0
;14000;0;0;500000;0;1;0;0;0;0;1;0;1;0
;14006;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14007;0;0;500000;0;1;0;0;0;0;1;0;1;0
;14008;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14009;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14010;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14011;0;0;240000;0;1;0;0;0;0;1;0;1;0
;14012;0;0;200000;0;1;0;0;0;0;1;0;1;0
;14013;0;0;500000;0;1;0;0;0;0;1;0;1;0
;14014;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14016;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14017;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14018;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14019;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14020;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14100;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14101;0;0;350000;0;1;0;0;0;0;1;0;1;0
;14102;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14103;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14104;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14106;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14107;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14108;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14109;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14110;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14111;0;0;1000000;0;1;0;0;0;0;1;0;1;0
;14112;0;0;150000;0;1;0;0;0;0;1;0;1;0
;14113;0;0;100000;0;1;0;0;0;0;1;0;1;0
