#;RunNo;RunDes;Verb;NEvents;NStart;Ped;Clus;Sel;DoAlig;AnaAli;TraAna;Ntries;Status;Correction
#110XX;;;;;;;;;;;;;;
#RHT1;;;;;;;;;;;;;;
#;11000;left;0;1000000;0;1;1;1;1;0;1;0;1;1
;11001;left;0;300000;0;1;1;1;1;0;1;0;0;1
#;11002;left;0;350000;0;1;1;1;1;0;1;0;1;1
#RHT2;;;;;;;;;;;;;;
;11000;right;0;1000000;0;1;1;1;1;0;1;0;1;1
;11001;right;0;300000;0;1;1;1;1;0;1;1;0;1
;11002;right;0;350000;0;1;1;1;1;0;1;0;1;1
#
#Defect runs
;120022;right;0;500000;0;1;1;1;1;0;1;0;1;0
#
#;RunNo;RunDes;Verb;NEvents;NStart;Ped;Clus;Sel;DoAlig;AnaAli;TraAna;Ntries;Status;Correction
#130XX;;;;;;;;;;;;;;
#CD113;;;;;;;;;;;;;;
;13000;0;0;250000;0;1;1;1;1;0;1;2;0;1
;13001;0;0;1000000;0;1;1;1;1;0;1;0;1;1
;13002;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;13005;0;0;4000000;0;1;1;1;1;0;1;2;0;1
;13007;0;0;4000000;0;1;1;1;1;0;1;0;1;1
;13011;0;0;3100000;0;1;1;1;1;0;1;2;0;1
;13013;0;0;4000000;0;1;1;1;1;0;1;1;1;1
#L107-9;;;;;;;;;;;;;;
;13022;0;0;2000000;0;1;1;1;1;0;1;1;1;1
;13023;0;0;500000;0;1;1;1;1;0;1;1;1;1
;13024;0;0;1500000;0;1;1;1;1;0;1;0;1;1
;13025;0;0;500000;0;1;1;1;1;0;1;2;0;1
;13026;0;0;2500000;0;1;1;1;1;0;1;1;1;1
;13014;0;0;4000000;0;1;1;1;1;0;1;2;0;1
#RHT1/2;;;;;;;;;;;;;;
;13018;0;0;4000000;0;1;1;1;1;0;1;2;0;1
;13021;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;13015;0;0;4000000;0;1;1;1;1;0;1;2;0;1
;13016;0;0;2000000;0;1;1;1;1;0;1;2;0;1
#RHT4;;;;;;;;;;;;;;
;13017;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;13019;0;0;1500000;0;1;1;1;1;0;1;2;0;1
;13020;0;0;2000000;0;1;1;1;1;0;1;2;0;1
#T1533;;;;;;;;;;;;;;
;13003;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;13004;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;13006;0;0;1450000;0;1;1;1;1;0;1;2;0;1
;13008;0;0;1000000;0;1;1;1;1;0;1;1;1;1
;13009;0;0;3000000;0;1;1;1;1;0;1;2;0;1
;13010;0;0;2000000;0;1;1;1;1;0;1;2;1;1
;13012;0;0;2000000;0;1;1;1;1;0;1;2;0;1
#;RunNo;RunDes;Verb;NEvents;NStart;Ped;Clus;Sel;DoAlig;AnaAli;TraAna;Ntries;Status;Correction
#140XX;;;;;;;;;;;;;;
#CD182;;;;;;;;;;;;;;
;14000;0;0;100000;0;1;1;1;1;0;1;2;0;1
;14001;0;0;100000;0;1;1;1;1;0;1;2;0;1
;14002;0;0;80000;0;1;1;1;1;0;1;2;0;1
;14003;0;0;100000;0;1;1;1;1;0;1;2;0;1
;14004;0;0;180000;0;1;1;1;1;0;1;1;1;1
;14005;0;0;500000;0;1;1;1;1;0;1;2;1;1
;14006;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14007;0;0;500000;0;1;1;1;1;0;1;2;0;1
;14008;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14009;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;14010;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14011;0;0;240000;0;1;1;1;1;0;1;2;0;1
;14012;0;0;500000;0;1;1;1;1;0;1;2;0;1
;14013;0;0;500000;0;1;1;1;1;0;1;2;0;1
;14014;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14015;0;0;500000;0;1;1;1;1;0;1;2;0;1
;14016;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14017;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;14018;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14019;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;14020;0;0;1000000;0;1;1;1;1;0;1;2;0;1
#T1543;;;;;;;;;;;;;;
;14021;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;14022;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;14023;0;0;2000000;0;1;1;1;1;0;1;2;0;1
;14024;0;0;2000000;0;1;1;1;1;0;1;2;0;1
#;RunNo;RunDes;Verb;NEvents;NStart;Ped;Clus;Sel;DoAlig;AnaAli;TraAna;Ntries;Status;Correction
#141XX;;;;;;;;;;;;;;
#T15-43 ;;;;;;;;;;;;;;
;14100;0;0;1000000;0;1;1;1;1;0;1;2;1;1
;14102;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14103;0;0;1000000;0;1;1;1;1;0;1;1;1;1
;14104;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14105;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14106;0;0;1000000;0;1;1;1;1;0;1;2;1;1
;14107;0;0;1000000;0;1;1;1;1;0;1;1;1;1
;14108;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14109;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14110;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14112;0;0;150000;0;1;1;1;1;0;1;2;0;1
#T14-33;;;;;;;;;;;;;;
;14101;0;0;360000;0;1;1;1;1;0;1;2;0;1
;14111;0;0;1000000;0;1;1;1;1;0;1;2;0;1
;14113;0;0;100000;0;1;1;1;1;0;1;2;0;1
;14114;0;0;500000;0;1;1;1;1;0;1;2;0;1
;141140;0;0;500000;0;1;1;1;1;0;1;2;0;0
;110021;left;0;350000;0;1;1;1;1;0;1;0;0;0
;141110;0;0;1000000;0;1;1;1;1;0;1;2;0;0
;141100;0;0;1000000;0;1;1;1;1;0;1;2;0;0
;110022;right;0;350000;0;1;1;1;1;0;1;0;0;0
;110011;left;0;300000;0;1;1;1;1;0;1;2;0;0
;110001;left;0;1000000;0;1;1;1;1;0;1;0;0;0
;110012;right;0;300000;0;1;1;1;1;0;1;1;0;0
;141050;0;0;1000000;0;1;1;1;1;0;1;2;0;0
;141040;0;0;1000000;0;1;1;1;1;0;1;2;0;0
;141070;0;0;1000000;0;1;1;1;1;0;1;1;0;0
;141060;0;0;1000000;0;1;1;1;1;0;1;2;0;0
;141010;0;0;360000;0;1;1;1;1;0;1;2;0;0
;141090;0;0;1000000;0;1;1;1;1;0;1;2;0;0
;141000;0;0;1000000;0;1;1;1;1;0;1;2;0;0
;110002;right;0;1000000;0;1;1;1;1;0;1;0;0;0
;140050;0;0;500000;0;1;1;1;1;0;1;2;0;0
;130010;0;0;1000000;0;1;1;1;1;0;1;0;0;0
;130020;0;0;1000000;0;1;1;1;1;0;1;2;0;0
;130130;0;0;4000000;0;1;1;1;1;0;1;1;0;0
;130220;0;0;2000000;0;1;1;1;1;0;1;1;0;0
;130050;0;0;4000000;0;1;1;1;1;0;1;2;0;0
;130070;0;0;4000000;0;1;1;1;1;0;1;0;0;0
;130250;0;0;500000;0;1;1;1;1;0;1;2;0;0
;130240;0;0;1500000;0;1;1;1;1;0;1;0;0;0
;130260;0;0;2500000;0;1;1;1;1;0;1;1;0;0
;130230;0;0;500000;0;1;1;1;1;0;1;1;0;0
;130030;0;0;2000000;0;1;1;1;1;0;1;2;0;0
;130060;0;0;1450000;0;1;1;1;1;0;1;2;0;0
;130140;0;0;4000000;0;1;1;1;1;0;1;3;0;0
;130080;0;0;1000000;0;1;1;1;1;0;1;1;0;0
;130100;0;0;2000000;0;1;1;1;1;0;1;2;0;0
;130040;0;0;2000000;0;1;1;1;1;0;1;2;0;0
;140040;0;0;180000;0;1;1;1;1;0;1;1;0;0
;130090;0;0;3000000;0;1;1;1;1;0;1;2;0;0
;140010;0;0;100000;0;1;1;1;1;0;1;2;0;0
;140020;0;0;80000;0;1;1;1;1;0;1;2;0;0
;140030;0;0;100000;0;1;1;1;1;0;1;2;0;0
;141030;0;0;1000000;0;1;1;1;1;0;1;1;0;0
;141020;0;0;1000000;0;1;1;1;1;0;1;2;0;0
;141080;0;0;1000000;0;1;1;1;1;0;1;2;0;0
